FA per hour,Mean delay,Non-detected szrs,Threshold,Delay1,Delay2,Delay3,Delay4
0.0,6.5,0,0.33000000000000007,-14.5,2.5,11.5,26.5
0.0,6.5,0,0.3330000000000001,-14.5,2.5,11.5,26.5
0.0,7.625,0,0.3360000000000001,-14.5,4.0,13.0,28.0
0.0,7.625,0,0.3390000000000001,-14.5,4.0,13.0,28.0
0.0,14.875,0,0.3420000000000001,14.5,4.0,13.0,28.0
0.0,15.25,0,0.3450000000000001,16.0,4.0,13.0,28.0
0.0,15.625,0,0.3480000000000001,16.0,5.5,13.0,28.0
0.0,16.375,0,0.3510000000000001,16.0,5.5,16.0,28.0
0.0,22.75,0,0.3540000000000001,16.0,31.0,16.0,28.0
0.0,22.75,0,0.3570000000000001,16.0,31.0,16.0,28.0
0.0,27.625,0,0.3600000000000001,32.5,32.5,17.5,28.0
0.0,28.0,0,0.3630000000000001,32.5,32.5,19.0,28.0
0.0,30.25,0,0.3660000000000001,32.5,32.5,28.0,28.0
0.0,30.25,0,0.3690000000000001,32.5,32.5,28.0,28.0
0.0,30.25,0,0.3720000000000001,32.5,32.5,28.0,28.0
0.0,30.25,0,0.3750000000000001,32.5,32.5,28.0,28.0
0.0,30.25,0,0.3780000000000001,32.5,32.5,28.0,28.0
0.0,30.625,0,0.3810000000000001,34.0,32.5,28.0,28.0
0.0,30.625,0,0.3840000000000001,34.0,32.5,28.0,28.0
0.0,30.625,0,0.3870000000000001,34.0,32.5,28.0,28.0
0.0,30.625,0,0.3900000000000001,34.0,32.5,28.0,28.0
0.0,31.0,0,0.3930000000000001,34.0,32.5,28.0,29.5
0.0,31.0,0,0.39600000000000013,34.0,32.5,28.0,29.5
0.0,31.375,0,0.39900000000000013,34.0,32.5,29.5,29.5
0.0,31.75,0,0.40200000000000014,34.0,34.0,29.5,29.5
0.0,31.75,0,0.40500000000000014,34.0,34.0,29.5,29.5
0.0,31.75,0,0.40800000000000014,34.0,34.0,29.5,29.5
0.0,31.75,0,0.41100000000000014,34.0,34.0,29.5,29.5
0.0,31.75,0,0.41400000000000015,34.0,34.0,29.5,29.5
0.0,31.75,0,0.41700000000000015,34.0,34.0,29.5,29.5
0.0,31.75,0,0.42000000000000015,34.0,34.0,29.5,29.5
0.0,31.75,0,0.42300000000000015,34.0,34.0,29.5,29.5
0.0,31.75,0,0.42600000000000016,34.0,34.0,29.5,29.5
0.0,31.75,0,0.42900000000000016,34.0,34.0,29.5,29.5
0.0,32.125,0,0.43200000000000016,35.5,34.0,29.5,29.5
0.0,32.125,0,0.43500000000000016,35.5,34.0,29.5,29.5
0.0,32.125,0,0.43800000000000017,35.5,34.0,29.5,29.5
0.0,32.125,0,0.44100000000000017,35.5,34.0,29.5,29.5
0.0,32.5,0,0.4440000000000002,35.5,34.0,31.0,29.5
0.0,32.5,0,0.4470000000000002,35.5,34.0,31.0,29.5
0.0,32.5,0,0.4500000000000002,35.5,34.0,31.0,29.5
0.0,32.875,0,0.4530000000000002,35.5,34.0,31.0,31.0
0.0,33.25,0,0.4560000000000002,35.5,35.5,31.0,31.0
0.0,33.25,0,0.4590000000000002,35.5,35.5,31.0,31.0
0.0,33.25,0,0.4620000000000002,35.5,35.5,31.0,31.0
0.0,33.625,0,0.4650000000000002,37.0,35.5,31.0,31.0
0.0,33.625,0,0.4680000000000002,37.0,35.5,31.0,31.0
0.0,33.625,0,0.4710000000000002,37.0,35.5,31.0,31.0
0.0,33.625,0,0.4740000000000002,37.0,35.5,31.0,31.0
0.0,33.625,0,0.4770000000000002,37.0,35.5,31.0,31.0
0.0,33.625,0,0.4800000000000002,37.0,35.5,31.0,31.0
0.0,33.625,0,0.4830000000000002,37.0,35.5,31.0,31.0
0.0,34.0,0,0.4860000000000002,37.0,35.5,31.0,32.5
0.0,34.0,0,0.4890000000000002,37.0,35.5,31.0,32.5
0.0,34.375,0,0.4920000000000002,38.5,35.5,31.0,32.5
0.0,34.375,0,0.4950000000000002,38.5,35.5,31.0,32.5
0.0,34.75,0,0.4980000000000002,38.5,37.0,31.0,32.5
